epochs,losses,size_losses,religion_losses,ethnicity_losses,religion_accuracies,ethnicity_accuracies,size_distribution_accuracies,overall_accuracies,cumulative_time_seconds,epoch_time_seconds,tau_values,learning_rate,hidden_channels,combination_id
124,2.9998598098754883,1.6744616031646729,0.2723342180252075,1.0530638694763184,89.65223320831913,84.23116263211729,69.52427625656128,81.13589069899923,455.0345594882965,3.947415351867676,0.5371084840724134,0.001,64,lr_0.001_hc_64
125,3.117224931716919,1.7620587348937988,0.30479666590690613,1.0503695011138916,89.70337538356632,84.06068871462666,69.12453770637512,80.96286726818937,458.7845640182495,3.469236135482788,0.5344229416520513,0.001,64,lr_0.001_hc_64
126,3.220546245574951,1.8079893589019775,0.3163924217224121,1.096164345741272,90.11251278554381,84.0947834981248,69.42184567451477,81.20971398606113,462.28737926483154,3.235266923904419,0.531750826943791,0.001,64,lr_0.001_hc_64
127,3.084481716156006,1.7823021411895752,0.25958162546157837,1.042598009109497,90.09546539379475,84.29935219911353,69.53567862510681,81.31016540600503,465.7691617012024,3.2381632328033447,0.5290920728090721,0.001,64,lr_0.001_hc_64
128,3.203580617904663,1.8228240013122559,0.31495413184165955,1.0658025741577148,89.43061711558131,84.41868394135697,69.90330815315247,81.25086973669691,469.2202649116516,3.2012109756469727,0.5264466124450268,0.001,64,lr_0.001_hc_64
129,3.137317657470703,1.791879653930664,0.32899314165115356,1.0164450407028198,90.23184452778725,84.29935219911353,69.2907452583313,81.27398066174403,472.7453203201294,3.2685225009918213,0.5238143793828016,0.001,64,lr_0.001_hc_64
130,3.1206483840942383,1.8043537139892578,0.2885705530643463,1.0277239084243774,89.58404364132288,83.70269348789635,69.14181113243103,80.80951608721675,476.2488088607788,3.2427175045013428,0.5211953074858876,0.001,64,lr_0.001_hc_64
131,3.027372121810913,1.781680703163147,0.26621079444885254,0.9794804453849792,90.0272758267985,84.55506307534947,69.35984492301941,81.31406127505579,479.8100380897522,3.3020553588867188,0.5185893309484582,0.001,64,lr_0.001_hc_64
132,3.062628746032715,1.798518180847168,0.26214855909347534,1.0019619464874268,90.14660756904193,84.35049437436072,68.99343132972717,81.16351109104328,483.2814266681671,3.2234957218170166,0.5159963842937159,0.001,64,lr_0.001_hc_64
133,3.1563334465026855,1.806574821472168,0.3236280083656311,1.0261306762695312,89.95908625980225,84.91305830207978,69.97483372688293,81.61565942958832,486.79587173461914,3.2660648822784424,0.5134164023722473,0.001,64,lr_0.001_hc_64
134,3.1650562286376953,1.8438018560409546,0.2731308937072754,1.0481234788894653,89.60109103307194,84.38458915785884,69.57144737243652,81.1857091877891,490.52816128730774,3.478940725326538,0.510849320360386,0.001,64,lr_0.001_hc_64
135,3.047337293624878,1.7442792654037476,0.307271808385849,0.9957862496376038,89.65223320831913,84.60620525059666,69.3843126296997,81.21425036287184,494.1120252609253,3.3387913703918457,0.5082950737585841,0.001,64,lr_0.001_hc_64
136,3.1626193523406982,1.8816821575164795,0.3175545930862427,0.9633825421333313,89.65223320831913,84.82782134333448,70.20847797393799,81.5628441751972,497.7789978981018,3.4199557304382324,0.5057535983897912,0.001,64,lr_0.001_hc_64
137,3.1743321418762207,1.7854608297348022,0.35296258330345154,1.035908579826355,89.618138424821,84.55506307534947,69.40568089485168,81.19296079834072,501.2806005477905,3.245685577392578,0.5032248303978422,0.001,64,lr_0.001_hc_64
138,3.2363362312316895,1.8869138956069946,0.28677311539649963,1.0626492500305176,89.92499147630413,84.69144220934197,68.65249872207642,81.08964413590752,504.7509300708771,3.2178051471710205,0.500708706245853,0.001,64,lr_0.001_hc_64
139,3.164773464202881,1.8887630701065063,0.29282376170158386,0.9831867814064026,89.618138424821,85.39038527105353,69.42240595817566,81.47697655135006,508.32034516334534,3.3140769004821777,0.5,0.001,64,lr_0.001_hc_64
140,3.1261463165283203,1.817452311515808,0.3039042353630066,1.0047898292541504,89.49880668257757,85.42448005455165,69.21688914299011,81.38005862670644,511.82871198654175,3.2535269260406494,0.5,0.001,64,lr_0.001_hc_64
141,3.1113228797912598,1.8291460275650024,0.2658211290836334,1.0163557529449463,89.890896692806,84.75963177633822,68.84804964065552,81.16619270326657,515.5396416187286,3.4523282051086426,0.5,0.001,64,lr_0.001_hc_64
142,3.113251209259033,1.8694566488265991,0.3110264837741852,0.9327679872512817,89.90794408455506,85.37333787930447,69.52011585235596,81.6004659387385,518.9878530502319,3.193559408187866,0.5,0.001,64,lr_0.001_hc_64
143,3.005272388458252,1.6971368789672852,0.2995809316635132,1.008554458618164,89.95908625980225,85.47562222979884,70.11668086051941,81.85046311670683,522.4240448474884,3.199737310409546,0.5,0.001,64,lr_0.001_hc_64
144,3.068805694580078,1.78711998462677,0.27222350239753723,1.0094619989395142,90.19774974428913,84.84486873508354,68.94881129264832,81.33047659067365,526.0350439548492,3.3644683361053467,0.5,0.001,64,lr_0.001_hc_64
145,3.043773889541626,1.8204195499420166,0.29451316595077515,0.9288411140441895,89.97613365155132,85.42448005455165,70.39560675621033,81.93207348743776,529.4839134216309,3.203376293182373,0.5,0.001,64,lr_0.001_hc_64
146,3.0620524883270264,1.8441530466079712,0.2544555068016052,0.9634439945220947,90.11251278554381,85.45857483804978,68.89266967773438,81.48791910044265,533.0457193851471,3.306419849395752,0.5,0.001,64,lr_0.001_hc_64
147,3.0153536796569824,1.8740942478179932,0.2374388575553894,0.9038203954696655,90.26593931128536,85.71428571428571,69.19241547584534,81.72421350047215,536.6670908927917,3.382655143737793,0.5,0.001,64,lr_0.001_hc_64
148,3.0775351524353027,1.866858959197998,0.2815418243408203,0.9291342496871948,89.95908625980225,85.20286396181385,69.5332407951355,81.56506367225053,540.1058158874512,3.190645456314087,0.5,0.001,64,lr_0.001_hc_64
149,3.0713419914245605,1.8972448110580444,0.2577892243862152,0.9163078665733337,89.94203886805319,85.90180702352541,68.99941563606262,81.61442050921373,543.5607898235321,3.214693307876587,0.5,0.001,64,lr_0.001_hc_64
150,3.1327452659606934,1.8748196363449097,0.29278871417045593,0.9651371240615845,89.66928060006819,85.1346743948176,69.72225904464722,81.50873801317768,547.0003607273102,3.1845862865448,0.5,0.001,64,lr_0.001_hc_64
151,3.104768991470337,1.8494055271148682,0.3200102150440216,0.9353532195091248,90.06137061029662,85.69723832253665,70.67797780036926,82.14552891106752,550.4666831493378,3.2158825397491455,0.5,0.001,64,lr_0.001_hc_64
152,3.042616367340088,1.8843507766723633,0.2642258107662201,0.8940399289131165,90.14660756904193,85.88475963177635,69.67575550079346,81.90237423387057,553.9300992488861,3.207939624786377,0.5,0.001,64,lr_0.001_hc_64
153,2.9223556518554688,1.7997580766677856,0.2495533674955368,0.8730441927909851,90.33412887828163,85.90180702352541,69.15189027786255,81.79594205988985,557.4105715751648,3.2275373935699463,0.5,0.001,64,lr_0.001_hc_64
154,3.0572926998138428,1.8452882766723633,0.30305150151252747,0.9089528918266296,90.0784180020457,85.85066484827821,68.46657991409302,81.46522092147231,560.8758132457733,3.212319850921631,0.5,0.001,64,lr_0.001_hc_64
155,2.9972119331359863,1.7958265542984009,0.26348015666007996,0.9379051923751831,90.35117627003069,85.40743266280259,69.33426260948181,81.69762384743836,564.3264255523682,3.1988792419433594,0.5,0.001,64,lr_0.001_hc_64
156,3.0074150562286377,1.8502216339111328,0.26124852895736694,0.8959447741508484,90.23184452778725,86.10637572451415,69.01248097419739,81.78356707549959,567.7313859462738,3.1701433658599854,0.5,0.001,64,lr_0.001_hc_64
157,2.8873629570007324,1.7101982831954956,0.2757550776004791,0.9014097452163696,89.80565973406068,86.20866007500852,68.53157877922058,81.51529952942992,571.2969374656677,3.3192837238311768,0.5,0.001,64,lr_0.001_hc_64
158,2.940873384475708,1.8197847604751587,0.2577579617500305,0.8633306622505188,89.95908625980225,86.32799181725196,70.80675959587097,82.36461255764172,574.766529083252,3.21952486038208,0.5,0.001,64,lr_0.001_hc_64
159,2.9031293392181396,1.7940994501113892,0.22789426147937775,0.8811356425285339,90.38527105352881,86.51551312649165,69.26217675209045,82.05432031070364,578.2245218753815,3.213142156600952,0.5,0.001,64,lr_0.001_hc_64
160,2.9151394367218018,1.8202221393585205,0.2831316888332367,0.8117857575416565,89.90794408455506,86.46437095124446,69.93973851203918,82.10401784927956,581.7988450527191,3.3419439792633057,0.5,0.001,64,lr_0.001_hc_64
161,2.958512306213379,1.7978817224502563,0.27408990263938904,0.8865407705307007,90.0784180020457,86.32799181725196,70.2562153339386,82.22087505107876,585.55846118927,3.5169618129730225,0.5,0.001,64,lr_0.001_hc_64
162,2.958885431289673,1.8576771020889282,0.27567365765571594,0.8255345821380615,89.99318104330037,86.5837026934879,69.91404294967651,82.16364222882159,589.4276611804962,3.590151309967041,0.5,0.001,64,lr_0.001_hc_64
163,2.939941644668579,1.834455966949463,0.28703421354293823,0.8184514045715332,89.92499147630413,86.07228094101602,69.84303593635559,81.94676945122525,593.4666433334351,3.7599446773529053,0.5,0.001,64,lr_0.001_hc_64
164,2.991588592529297,1.8040721416473389,0.31757253408432007,0.8699437975883484,89.85680190930788,86.39618138424821,69.14941072463989,81.80079800606532,597.8069293498993,4.076584339141846,0.5,0.001,64,lr_0.001_hc_64
165,2.9080803394317627,1.8321669101715088,0.26521408557891846,0.8106992840766907,90.0784180020457,86.61779747698603,68.46182346343994,81.71934631415722,601.7827289104462,3.7210309505462646,0.5,0.001,64,lr_0.001_hc_64
166,2.9951746463775635,1.8482838869094849,0.2817489802837372,0.8651419281959534,89.92499147630413,85.90180702352541,69.09109950065613,81.63929933349522,605.5211091041565,3.432302474975586,0.5,0.001,64,lr_0.001_hc_64
167,2.872178792953491,1.7687840461730957,0.30280956625938416,0.8005852699279785,89.60109103307194,86.9928400954654,69.38065886497498,81.99152999783745,609.4813582897186,3.728484869003296,0.5,0.001,64,lr_0.001_hc_64
168,2.8517355918884277,1.7538535594940186,0.27817341685295105,0.8197086453437805,90.2488919195363,86.37913399249915,69.98558044433594,82.20453545212379,615.5119521617889,5.771908760070801,0.5,0.001,64,lr_0.001_hc_64
169,2.831453800201416,1.766294240951538,0.2504265606403351,0.8147329688072205,90.01022843504943,86.9416979202182,69.1566526889801,82.03619301474924,636.7754130363464,21.018249988555908,0.5,0.001,64,lr_0.001_hc_64
170,2.8399791717529297,1.745252251625061,0.30632641911506653,0.7884005308151245,89.78861234231162,87.18036140470508,69.66829299926758,82.21242224876143,646.6998512744904,9.628359317779541,0.5,0.001,64,lr_0.001_hc_64
171,2.801241159439087,1.7407433986663818,0.2654677629470825,0.7950298190116882,89.890896692806,87.7599727241732,69.2883312702179,82.31306689573236,652.4311618804932,5.474827527999878,0.5,0.001,64,lr_0.001_hc_64
172,2.8374252319335938,1.7684707641601562,0.26951906085014343,0.7994354963302612,90.0272758267985,87.2655983634504,69.29307579994202,82.19531666339698,666.924366235733,14.155255556106567,0.5,0.001,64,lr_0.001_hc_64
173,2.7072439193725586,1.7011338472366333,0.25137242674827576,0.7547376155853271,90.18070235254007,87.65768837367884,69.68217492103577,82.50685521575156,670.9373888969421,3.7175517082214355,0.5,0.001,64,lr_0.001_hc_64
174,2.8641278743743896,1.7910476922988892,0.2517598867416382,0.8213203549385071,90.11251278554381,87.2655983634504,70.66081166267395,82.67964093722271,674.8924753665924,3.659726142883301,0.5,0.001,64,lr_0.001_hc_64
175,2.944185256958008,1.8795047998428345,0.2755095660686493,0.7891708612442017,90.26593931128536,87.43607228094102,69.36460137367249,82.35553765529963,678.5670740604401,3.38647723197937,0.5,0.001,64,lr_0.001_hc_64
176,2.848618745803833,1.859256386756897,0.2781541347503662,0.711208164691925,90.3000340947835,87.81111489942039,69.87717747688293,82.66277549036228,683.0663387775421,4.253739356994629,0.5,0.001,64,lr_0.001_hc_64
177,2.8689799308776855,1.8458970785140991,0.23528234660625458,0.7878004908561707,90.31708148653256,87.79406750767133,69.20913457870483,82.4400945243029,848.4215984344482,164.86790013313293,0.5,0.001,64,lr_0.001_hc_64
178,2.808600425720215,1.7865791320800781,0.24620209634304047,0.7758193016052246,90.11251278554381,87.81111489942039,70.26506066322327,82.72956278272915,853.5750143527985,4.821979522705078,0.5,0.001,64,lr_0.001_hc_64
179,2.766063928604126,1.7869975566864014,0.24938860535621643,0.7296776175498962,90.55574497101944,87.86225707466757,70.11901140213013,82.84567114927238,858.505181312561,4.613640308380127,0.5,0.001,64,lr_0.001_hc_64
180,2.8100342750549316,1.7422082424163818,0.2980439066886902,0.7697819471359253,89.77156495056256,87.7599727241732,69.65604424476624,82.39586063983401,863.3809099197388,4.545284748077393,0.5,0.001,64,lr_0.001_hc_64
181,2.8510470390319824,1.847956895828247,0.22342397272586823,0.7796661257743835,90.14660756904193,87.47016706443914,69.86820697784424,82.49499387044177,868.2974817752838,4.582188606262207,0.5,0.001,64,lr_0.001_hc_64
182,2.6708457469940186,1.7265081405639648,0.21761906147003174,0.7267184853553772,90.0784180020457,88.1691101261507,70.01835703849792,82.75529505556477,873.0397109985352,4.4189839363098145,0.5,0.001,64,lr_0.001_hc_64
183,2.8285932540893555,1.814353585243225,0.2517010271549225,0.7625386118888855,90.26593931128536,87.77702011592227,69.56491470336914,82.5359580435256,877.9389834403992,4.56992244720459,0.5,0.001,64,lr_0.001_hc_64
184,2.7895359992980957,1.8328474760055542,0.2779774069786072,0.6787110567092896,89.87384930105694,88.3907262188885,70.02079486846924,82.76179012947156,885.8905532360077,7.615913391113281,0.5,0.001,64,lr_0.001_hc_64
185,2.813941478729248,1.8057705163955688,0.24853608012199402,0.7596350908279419,90.11251278554381,88.54415274463007,69.01997327804565,82.55887960273984,895.0604901313782,8.81272029876709,0.5,0.001,64,lr_0.001_hc_64
186,2.820587158203125,1.8229210376739502,0.2516096830368042,0.7460566163063049,90.16365496079099,88.10092055915445,69.67331767082214,82.64596439692254,908.535240650177,13.094687700271606,0.5,0.001,64,lr_0.001_hc_64
187,2.725080966949463,1.7709038257598877,0.24705719947814941,0.707119882106781,90.53869757927036,88.52710535288101,70.09342908859253,83.05307734024797,943.0858204364777,34.1774001121521,0.5,0.001,64,lr_0.001_hc_64
188,2.780527114868164,1.8193508386611938,0.2790292501449585,0.6821470856666565,90.31708148653256,88.7146266621207,69.45462822914124,82.82877879259817,958.0078666210175,14.49504804611206,0.5,0.001,64,lr_0.001_hc_64
189,2.7089407444000244,1.7771588563919067,0.23597443103790283,0.6958073973655701,90.16365496079099,88.15206273440164,70.40801644325256,82.90791137948173,964.3777005672455,5.96259617805481,0.5,0.001,64,lr_0.001_hc_64
190,2.8887269496917725,1.8724181652069092,0.3065146803855896,0.7097941040992737,89.68632799181725,88.88510057961132,69.66099739074707,82.74414198739187,969.4580478668213,4.719620943069458,0.5,0.001,64,lr_0.001_hc_64
191,2.653449535369873,1.7290549278259277,0.2582232654094696,0.6661711931228638,90.06137061029662,89.02147971360382,70.10959386825562,83.06414806405202,974.9682998657227,5.216925382614136,0.5,0.001,64,lr_0.001_hc_64
192,2.8463950157165527,1.9008049964904785,0.2677324712276459,0.677857518196106,89.80565973406068,87.86225707466757,70.6470787525177,82.77166518708198,980.234050989151,4.986955881118774,0.5,0.001,64,lr_0.001_hc_64
193,2.750180721282959,1.8335057497024536,0.2328835129737854,0.6837915182113647,90.19774974428913,89.14081145584726,68.92650723457336,82.75502281156992,985.5826652050018,5.048660755157471,0.5,0.001,64,lr_0.001_hc_64
194,2.7529284954071045,1.7222472429275513,0.25627997517585754,0.7744013071060181,89.7545175588135,88.22025230139788,68.89687776565552,82.2905492086223,990.8174645900726,4.9221272468566895,0.5,0.001,64,lr_0.001_hc_64
195,2.771019220352173,1.8096052408218384,0.2668801248073578,0.6945338845252991,89.94203886805319,88.68053187862257,69.86875534057617,82.83044202908397,996.034476518631,4.912346601486206,0.5,0.001,64,lr_0.001_hc_64
196,2.767943859100342,1.8001548051834106,0.2581494450569153,0.7096396088600159,90.53869757927036,89.14081145584726,69.14175748825073,82.94042217445612,1001.1123530864716,4.765336275100708,0.5,0.001,64,lr_0.001_hc_64
197,2.7961435317993164,1.830695390701294,0.2949587106704712,0.6704891920089722,90.18070235254007,88.97033753835663,68.12061667442322,82.4238855217733,1013.4071290493011,11.98706340789795,0.5,0.001,64,lr_0.001_hc_64
198,2.701512336730957,1.8274885416030884,0.23489858210086823,0.6391252279281616,89.99318104330037,88.91919536310945,69.0297544002533,82.64737693555438,1023.009584903717,9.275487422943115,0.5,0.001,64,lr_0.001_hc_64
199,2.7437641620635986,1.9121499061584473,0.2202126532793045,0.6114016175270081,90.47050801227412,88.90214797136038,70.03263831138611,83.1350980983402,1030.8922264575958,7.5910704135894775,0.5,0.001,64,lr_0.001_hc_64
200,2.760399580001831,1.7780466079711914,0.28217175602912903,0.7001813054084778,90.0784180020457,88.90214797136038,69.92954611778259,82.97003736372956,1038.7187461853027,7.543226480484009,0.5,0.001,64,lr_0.001_hc_64
